journal_id,source_title,journal
20029.0,AM J ROENTGENOL,AMERICAN JOURNAL OF ROENTGENOLOGY
16926.0,AM J SOCIOL,AMERICAN JOURNAL OF SOCIOLOGY
15557.0,AM POLIT SCI REV,AMERICAN POLITICAL SCIENCE REVIEW
29492.0,AM PSYCHOL,AMERICAN PSYCHOLOGIST
16929.0,AM SOCIOL REV,AMERICAN SOCIOLOGICAL REVIEW
6000152720.0,AMERICAN ART,AMERICAN ART
21101041413.0,AMS REV,AMS REVIEW
21100331602.0,ANN LEIS RES,ANNALS OF LEISURE RESEARCH
28785.0,ANN NY ACAD SCI,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES
23090.0,ANN OPER RES,ANNALS OF OPERATIONS RESEARCH
30718.0,ANN TOUR RES,ANNALS OF TOURISM RESEARCH
12010.0,ANNU REV PSYCHOL,ANNUAL REVIEW OF PSYCHOLOGY
16976.0,ANNU REV SOCIOL,ANNUAL REVIEW OF SOCIOLOGY
12024.0,APPL COGNITIVE PSYCH,APPLIED COGNITIVE PSYCHOLOGY
18768.0,APPL ECON,APPLIED ECONOMICS
13929.0,APPL ERGON,APPLIED ERGONOMICS
27471.0,APPL GEOGR,APPLIED GEOGRAPHY
12029.0,APPL PSYCHOL-INT REV,APPLIED PSYCHOLOGY
18136.0,APPL SOFT COMPUT,APPLIED SOFT COMPUTING
1.0,ARCH TECH SCI,ARCHIVES FOR TECHNICAL SCIENCES
21101266478.0,ARENAS OF ENTREPRENEURSHIP: WHERE NONPROFITS AND FOR-PROFIT INSTITUTIONS COMPETE,NEW DIRECTIONS FOR HIGHER EDUCATION
24142.0,ARTIF LIFE,ARTIFICIAL LIFE
21101162636.0,ARTS MARK,ARTS AND THE MARKET
18803.0,ASIA PAC BUS REV,ASIA PACIFIC BUSINESS REVIEW
4400151601.0,ASIA PAC EDUC REV,ASIA PACIFIC EDUCATION REVIEW
11400153332.0,ASIA PAC J HUM RESOU,ASIA PACIFIC JOURNAL OF HUMAN RESOURCES
21100395911.0,ASIA PAC J MARKET LO,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS
12117.0,ASIA PAC J TOUR RES,ASIA PACIFIC JOURNAL OF TOURISM RESEARCH
17600155227.0,ASIAN BUS MANAG,ASIAN BUSINESS & MANAGEMENT
21101080475.0,ASIAN J BUS ETHICS,ASIAN JOURNAL OF BUSINESS ETHICS
10600153312.0,ASIAN NURS RES,ASIAN NURSING RESEARCH
5700152760.0,ASSESS EVAL HIGH EDU,ASSESSMENT & EVALUATION IN HIGHER EDUCATION
18700156708.0,AUST ACCOUNT REV,AUSTRALIAN ACCOUNTING REVIEW
28408.0,AUST ECON HIST REV,AUSTRALIAN ECONOMIC HISTORY REVIEW
18881.0,AUST ECON REV,AUSTRALIAN ECONOMIC REVIEW
11700154369.0,AUST J MANAGE,AUSTRALIAN JOURNAL OF MANAGEMENT
19605.0,AUST NZ J PUBL HEAL,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH
21101158554.0,B2B MARKETING GUIDEB,MANAGEMENT FOR PROFESSIONALS
12100154706.0,BALT J MANAG,BALTIC JOURNAL OF MANAGEMENT
12088.0,BASIC APPL SOC PSYCH,BASIC AND APPLIED SOCIAL PSYCHOLOGY
12128.0,BEHAV COGN PSYCHOTH,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY
12125.0,BEHAV INFORM TECHNOL,BEHAVIOUR AND INFORMATION TECHNOLOGY
146223.0,BEHAV RES METHODS,BEHAVIOR RESEARCH METHODS
25709.0,BIOCYCLE,BIOCYCLE
15049.0,BIOMETRIKA,BIOMETRIKA
21100437107.0,BORSA ISTANB REV,BORSA ISTANBUL REVIEW
27170.0,BR J NURS,BRITISH JOURNAL OF NURSING
20695.0,BRAIN BEHAV IMMUN,BRAIN BEHAVIOR AND IMMUNITY
144664.0,BRIT FOOD J,BRITISH FOOD JOURNAL
12100.0,BRIT J EDUC STUD,BRITISH JOURNAL OF EDUCATIONAL STUDIES
23988.0,BRIT J EDUC TECHNOL,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY
17743.0,BRIT J IND RELAT,BRITISH JOURNAL OF INDUSTRIAL RELATIONS
20842.0,BRIT J MANAGE,BRITISH JOURNAL OF MANAGEMENT
130158.0,BRIT J POLIT INT REL,THE BRITISH JOURNAL OF POLITICS AND INTERNATIONAL RELATIONS
21100373814.0,BRQ-BUS RES Q,BRQ BUSINESS RESEARCH QUARTERLY
26874.0,BUILD ENVIRON,BUILDING AND ENVIRONMENT
22717.0,BUS ETHICS Q,BUSINESS ETHICS QUARTERLY
20209.0,BUS HORIZ,BUSINESS HORIZONS
20143.0,BUS SOC,BUSINESS & SOCIETY
23406.0,BUS STRATEG ENVIRON,BUSINESS STRATEGY AND THE ENVIRONMENT
100147316.0,BUSINESS STRATEGY REVIEW,BUSINESS STRATEGY REVIEW
21341.0,CALIF MANAGE REV,CALIFORNIA MANAGEMENT REVIEW
21366.0,CAMB J ECON,CAMBRIDGE JOURNAL OF ECONOMICS
144986.0,CAREER DEV INT,CAREER DEVELOPMENT INTERNATIONAL
21100310071.0,CASE REP MED,CASE REPORTS IN MEDICINE
100147338.0,CASE STUDY RESEARCH: DESIGN AND METHODS,MODERN LANGUAGE JOURNAL
21101039079.0,CENT EUR MANAG J,CENTRAL EUROPEAN MANAGEMENT JOURNAL
100147301.0,CESIFO ECON STUD,CESIFO ECONOMIC STUDIES
25524.0,CHANGES,SOCIAL MARKETING QUARTERLY
24482.0,CHILD YOUTH SERV REV,CHILDREN AND YOUTH SERVICES REVIEW
18400156719.0,CHIN MANAG STUD,CHINESE MANAGEMENT STUDIES
20566.0,CHINA ECON REV,CHINA ECONOMIC REVIEW
22581.0,CIRCULATION,CIRCULATION
15018.0,CIVIL ENG,CIVIL ENGINEERING
21100198541.0,CLIM DEV,CLIMATE AND DEVELOPMENT
2.0,CLIO AM,CLIO AMERICA
21100855822.0,COGENT BUS MANAG,COGENT BUSINESS AND MANAGEMENT
12872.0,COGNITIVE PSYCHOL,COGNITIVE PSYCHOLOGY
12689.0,COMM COM INF SC,COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE
13675.0,COMMUN ACM,COMMUNICATIONS OF THE ACM
11600153582.0,COMMUNITY DEV,COMMUNITY DEVELOPMENT
30441.0,COMPUT ELECTRON AGRIC,COMPUTERS AND ELECTRONICS IN AGRICULTURE
23269.0,COMPUT ENVIRON URBAN SYST,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS
19419.0,COMPUT HUMAN BEHAV,COMPUTERS IN HUMAN BEHAVIOR
24355.0,COMPUT OPER RES,COMPUTERS & OPERATIONS RESEARCH
8000153138.0,COMPUT SCI REV,COMPUTER SCIENCE REVIEW
28461.0,COMPUT STAT DATA ANAL,COMPUTATIONAL STATISTICS & DATA ANALYSIS
13401.0,CONSCIOUS COGN,CONSCIOUSNESS AND COGNITION
13896.0,CONSTR MANAG ECON,CONSTRUCTION MANAGEMENT AND ECONOMICS
21101238109.0,CONT ISS ENTREP RES,ENTREPRENEURSHIP EDUCATION
27626.0,CONTEMP NURSE,CONTEMPORARY NURSE
91803.0,CONTRIB ECON,CONTRIBUTIONS TO ECONOMICS
21100904665.0,CONTRIB MANAG SCI,CONTRIBUTIONS TO MANAGEMENT SCIENCE
11500153401.0,CORNELL HOSP Q,CORNELL HOSPITALITY QUARTERLY
17700156775.0,CORP REPUT REV,CORPORATE REPUTATION REVIEW
21873.0,CORP SOC RESP ENV MA,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT
21100218364.0,CREAT INNOV MANAG,CREATIVITY AND INNOVATION MANAGEMENT
21955.0,CRIT REV FOOD SCI,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION
14215.0,CRIT STUD MEDIA COMM,CRITICAL STUDIES IN MEDIA COMMUNICATION
6300153126.0,CULT SOCIOL,CULTURAL SOCIOLOGY
5700167676.0,CULT TRENDS,CULTURAL TRENDS
33918.0,CURR ANTHROPOL,CURRENT ANTHROPOLOGY
28324.0,CURR ISSUES TOUR,CURRENT ISSUES IN TOURISM
21100372442.0,CURR OPIN PSYCHOL,CURRENT OPINION IN PSYCHOLOGY
13479.0,CURR PSYCHOL,CURRENT PSYCHOLOGY
13477.0,CURR. DIR. PSYCHOL. SCI.,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE
19700176047.0,CYBERPSYCHOL BEHAV SOC NETW,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING
21933.0,DECIS SUPPORT SYST,DECISION SUPPORT SYSTEMS
21926.0,DECISION SCI,DECISION SCIENCES
26365.0,DEMOGRAPHY,DEMOGRAPHY
36450.0,DES STUD,DESIGN STUDIES
14091.0,DEV CHANGE,DEVELOPMENT AND CHANGE
14103.0,DEV POLICY REV,DEVELOPMENT POLICY REVIEW
14100.0,DEV PRACT,DEVELOPMENT IN PRACTICE
21100465422.0,DIALOGUES HUM GEOGR,DIALOGUES IN HUMAN GEOGRAPHY
14119.0,DISASTERS,DISASTERS
21101138720.0,DISCOV SUSTAIN,DISCOVER SUSTAINABILITY
21100905837.0,E-NOVATION FOR COMPETITIVE ADVANTAGE IN COLLABORATIVE GLOBALIZATION: TECHNOLOGIES FOR EMERGING E-BUSINESS STRATEGIES,ADVANCES IN E-BUSINESS RESEARCH SERIES
27891.0,EARTHQ SPECTRA,EARTHQUAKE SPECTRA
28465.0,ECON DEV Q,ECONOMIC DEVELOPMENT QUARTERLY
16082.0,ECON IND DEMOCRACY,ECONOMIC AND INDUSTRIAL DEMOCRACY
10600153365.0,ECON INNOV NEW TECH,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY
20002.0,ECON INQ,ECONOMIC INQUIRY
23011.0,ECON J,THE ECONOMIC JOURNAL
20023.0,ECON REC,ECONOMIC RECORD
19726.0,EDUC EVAL POLICY AN,EDUCATIONAL EVALUATION AND POLICY ANALYSIS
144955.0,EDUC INF TECHNOL (DORDR),EDUCATION AND INFORMATION TECHNOLOGIES
13563.0,EDUC PSYCHOL MEAS,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT
4700152248.0,EDUC RES REV-NETH,EDUCATIONAL RESEARCH REVIEW
15057.0,ELECTRON COMMER R A,ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS
145669.0,ELECTRON COMMER RES,ELECTRONIC COMMERCE RESEARCH
19600157911.0,ELECTRON MARK,ELECTRONIC MARKETS
21100293800.0,ELECTRONICS,ELECTRONICS
21100305282.0,EMERG ADULTHOOD,EMERGING ADULTHOOD
20642.0,EMPIR ECON,EMPIRICAL ECONOMICS
62932.0,ENERGIES,ENERGIES
10900153330.0,ENTERP INF SYST-UK,ENTERPRISE INFORMATION SYSTEMS
20662.0,ENTREP REGION DEV,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT
21100464627.0,ENTREP RES J,ENTREPRENEURSHIP RESEARCH JOURNAL
21100857389.0,ENTREPR BUS ECON REV,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW
100147318.0,ENTREPRENEURSHIP,ENTREPRENEURSHIP THEORY AND PRACTICE
11600154613.0,ENV HAZ,ENVIRONMENTAL HAZARDS
24519.0,ENV POLIT,ENVIRONMENTAL POLITICS
20902.0,ENVIRON DEV SUSTAIN,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY
19700201681.0,ENVIRON INNOV SOC TR,ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS
13274.0,ENVIRON PLAN D,ENVIRONMENT AND PLANNING D SOCIETY AND SPACE
5000160301.0,ENVIRON QUAL MANAGE,ENVIRONMENTAL QUALITY MANAGEMENT
23918.0,ENVIRON SCI POLLUT R,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH
26124.0,ETHNIC RACIAL STUD,ETHNIC AND RACIAL STUDIES
3.0,ETIKONOMI,ETIKONOMI
20764.0,ETR&D-EDUC TECH RES,EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT
7100153129.0,EUR ACCOUNT REV,EUROPEAN ACCOUNTING REVIEW
20749.0,EUR ECON REV,EUROPEAN ECONOMIC REVIEW
14175.0,EUR J DEV RES,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH
100147342.0,EUR J EDUC,EUROPEAN JOURNAL OF EDUCATION
11300153314.0,EUR J ENG EDUC,EUROPEAN JOURNAL OF ENGINEERING EDUCATION
21100778661.0,EUR J MANAG BUS ECON,EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS
22199.0,EUR J MARKETING,EUROPEAN JOURNAL OF MARKETING
21100285725.0,EUR J RISK REGUL,EUROPEAN JOURNAL OF RISK REGULATION
300147001.0,EUR J SOC THEORY,EUROPEAN JOURNAL OF SOCIAL THEORY
36209.0,EUR J SOIL SCI,EUROPEAN JOURNAL OF SOCIAL SCIENCES
21100203911.0,EUR J TRAIN DEV,EUROPEAN JOURNAL OF TRAINING AND DEVELOPMENT
4700152304.0,EUR J WORK ORGAN PSY,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY
22491.0,EUR MANAG J,EUROPEAN MANAGEMENT JOURNAL
17700156774.0,EUR MANAG REV,EUROPEAN MANAGEMENT REVIEW
13279.0,EUR PLAN STUD,EUROPEAN PLANNING STUDIES
5700160310.0,EUR POLIT SCI,EUROPEAN POLITICAL SCIENCE
35510.0,EUR REV AGRIC ECON,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS
14427.0,EUR SOCIOL REV,EUROPEAN SOCIOLOGICAL REVIEW
19700169885.0,EUR SPORT MANAG Q,EUROPEAN SPORT MANAGEMENT QUARTERLY
21100827931.0,EURASIAN BUS REV,EURASIAN ECONOMIC REVIEW
21100262310.0,EUROMED J BUS,EUROMED JOURNAL OF BUSINESS
21100886221.0,EVAL J AUSTRALAS,EVALUATION JOURNAL OF AUSTRALASIA
26602.0,EVAL PROGRAM PLANN,EVALUATION AND PROGRAM PLANNING
70397.0,EVALUATION,EVALUATION
24201.0,EXPERT SYST APPL,EXPERT SYSTEMS WITH APPLICATIONS
4000148307.0,FAM BUS REV,FAMILY BUSINESS REVIEW
21101045042.0,FIIB BUS REV,FIIB BUSINESS REVIEW
74502.0,FINANC MANAGE,FINANCIAL MANAGEMENT
15519.0,FINANC RES LETT,FINANCE RESEARCH LETTERS
24039.0,FOOD CHEM,FOOD CHEMISTRY
22577.0,FOOD CONTROL,FOOD CONTROL
35048.0,FOOD POLICY,FOOD POLICY
19500157549.0,FOOD SECUR,FOOD SECURITY
24664.0,FOREIGN AFF,FOREIGN AFFAIRS
16106.0,FORESIGHT,FORESIGHT
21100437628.0,FOUND MANAGE,FOUNDATIONS OF MANAGEMENT
7400153103.0,FRONT BUS RES CHINA,FRONTIERS OF BUSINESS RESEARCH IN CHINA
21100216571.0,FRONT PSYCHOL,FRONTIERS IN PSYCHOLOGY
21100798718.0,FRONT PUBLIC HEALTH,FRONTIERS IN PUBLIC HEALTH
25561.0,FUTURES,FUTURES
28611.0,GEOFORUM,GEOFORUM
28694.0,GEOGR J,GEOGRAPHICAL JOURNAL
17600154910.0,GLOB BUS REV,GLOBAL BUSINESS REVIEW
8300153135.0,GLOB J FLEX SYST MANAG,GLOBAL JOURNAL OF FLEXIBLE SYSTEMS MANAGEMENT
6000195381.0,GLOBAL BUSINESS AND ORGANIZATIONAL EXCELLENCE,GLOBAL BUSINESS AND ORGANIZATIONAL EXCELLENCE
36483.0,GLOBAL ENVIRON CHANG,GLOBAL ENVIRONMENTAL CHANGE
14735.0,GOV INFORM Q,GOVERNMENT INFORMATION QUARTERLY
22336.0,HARV BUS REV,HARVARD BUSINESS REVIEW
21100361200.0,HDB CROSS CULTURAL P,HEALTHCARE
21317.0,HEALTH PROMOT PRACT,HEALTH PROMOTION PRACTICE
13380.0,HEALTH SERV MANAGE RES,HEALTH SERVICES MANAGEMENT RESEARCH
21100411756.0,HELIYON,HELIYON
18787.0,HIGH EDUC,HIGHER EDUCATION
18798.0,HIGH EDUC POLICY,HIGHER EDUCATION POLICY
200147132.0,HIGHER ED EUROPE,HIGHER EDUCATION IN EUROPE
15288.0,HIST THEORY,HISTORY AND THEORY
27069.0,HUM RELAT,HUMAN RELATIONS
4700152289.0,HUM RESOUR DEV Q,HUMAN RESOURCE DEVELOPMENT QUARTERLY
7100153132.0,HUM RESOUR DEV REV,HUMAN RESOURCE DEVELOPMENT REVIEW
24719.0,HUM RESOUR MANAGE R,HUMAN RESOURCE MANAGEMENT REVIEW
21100901206.0,IAES INT J ARTIFICIA,IAES INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE
21100374601.0,IEEE ACCESS,IEEE ACCESS
21100338350.0,IEEE INTERNET THINGS J,IEEE INTERNET OF THINGS JOURNAL
19600157019.0,IEEE REV BIOMED ENG,IEEE REVIEWS IN BIOMEDICAL ENGINEERING
17359.0,IEEE T ENG MANAGE,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT
144912.0,IEEE T IND INFORM,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS
17362.0,IEEE T KNOWL DATA EN,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING
17371.0,IEEE T PROF COMMUN,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION
21100367773.0,IEEE/CAA J AUTOM SIN,IEEE/CAA JOURNAL OF AUTOMATICA SINICA
19400157163.0,IFIP ADV INF COMM TE,IFIP ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY
4.0,IIM KOZHIKODE SOC MA,IIM KOZHIKODE SOCIETY & MANAGEMENT REVIEW
21101117188.0,IIM KOZHIKODE SOC MANAG REV,IIM KOZHIKODE SOCIETY & MANAGEMENT REVIEW
28945.0,IND CORP CHANGE,INDUSTRIAL AND CORPORATE CHANGE
21100835738.0,IND HIGHER EDUC,INDUSTRY AND HIGHER EDUCATION
23013.0,IND INNOV,INDUSTRY AND INNOVATION
21100241711.0,IND J MARK,INDIAN JOURNAL OF MARKETING
19680.0,IND LABOR RELAT REV,INDUSTRIAL AND LABOR RELATIONS REVIEW
22792.0,IND MARKET MANAG,INDUSTRIAL MARKETING MANAGEMENT
21100217612.0,IND ORGAN PSYCHOL-US,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
15972.0,IND TEXTILA,INDUSTRIA TEXTILA
19735.0,INDIAN J MICROBIOL,INDIAN JOURNAL OF MICROBIOLOGY
21100421900.0,INF COMPUT SECUR,INFORMATION AND COMPUTER SECURITY
6400153106.0,INF DEV,INFORMATION DEVELOPMENT
145394.0,INF MANAGE,INFORMATION & MANAGEMENT
144936.0,INF SYST E-BUS MANAG,INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT
26099.0,INFORM FUSION,INFORMATION FUSION
15572.0,INFORM SYST FRONT,INFORMATION SYSTEMS FRONTIERS
12321.0,INFORM SYST J,INFORMATION SYSTEMS JOURNAL
15442.0,INFORM SYST MANAGE,INFORMATION SYSTEMS MANAGEMENT
15574.0,INFORM SYST RES,INFORMATION SYSTEMS RESEARCH
14789.0,INFORM TECHNOL DEV,INFORMATION TECHNOLOGY FOR DEVELOPMENT
144639.0,INFORM TECHNOL MANAG,INFORMATION TECHNOLOGY AND MANAGEMENT
21101234810.0,INFORMS J APPL ANAL,INFORMS JOURNAL ON APPLIED ANALYTICS
21100899296.0,INNOV MARKET,INNOVATIVE MARKETING
27159.0,INNOVATION (ABINGDON),INNOVATION THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH
17700155007.0,INNOVATIONS IN DIGITAL ECONOMY: THIRD INTERNATIONAL SCIENTIFIC CONFERENCE,COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE
14699.0,INQUIRY,INQUIRY
23665.0,INT BUS REV,INTERNATIONAL BUSINESS REVIEW
4700152631.0,INT ENTREP MANAGE J,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL
19700188332.0,INT J ACAD DEV,THE INTERNATIONAL JOURNAL FOR ACADEMIC DEVELOPMENT
21101045271.0,INT J ADV APPL SCI,INTERNATIONAL JOURNAL OF ADVANCED AND APPLIED SCIENCES
5.0,INT J ADV BIOTECHNOL,INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH
17700156204.0,INT J APPL DECISION,INTERNATIONAL JOURNAL OF APPLIED DECISION SCIENCES
14875.0,INT J BEHAV NUTR PHY,INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY
21100836589.0,INT J BUS ENVIRON,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT
4200151514.0,INT J BUS PERFORM MA,INTERNATIONAL JOURNAL OF BUSINESS PERFORMANCE MANAGEMENT
19951.0,INT J CONFL MANAGE,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT
5700167235.0,INT J CONSUM STUD,INTERNATIONAL JOURNAL OF CONSUMER STUDIES
5700163951.0,INT J CULT POLICY,INTERNATIONAL JOURNAL OF CULTURAL POLICY
21100228018.0,INT J DISASTER RISK REDUCT,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION
12100154806.0,INT J E-BUS RES,INTERNATIONAL JOURNAL OF E-BUSINESS RESEARCH
12072.0,INT J EDUC DEV,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT
19691.0,INT J ELECTRON COMM,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE
21100304262.0,INT J EMERG MARK,INTERNATIONAL JOURNAL OF EMERGING MARKETS
14500154757.0,INT J EMERG MED,INTERNATIONAL JOURNAL OF EMERGENCY MEDICINE
6400153116.0,INT J ENERGY SECT MANAGE,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT
12100154510.0,INT J ENTERP INF SYST,INTERNATIONAL JOURNAL OF ENTERPRISE INFORMATION SYSTEMS
144744.0,INT J ENTREP BEHAV R,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH
11.0,INT J ENTREP INNOV,THE INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION
21100198209.0,INT J ENTREP VENTUR,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING
21100286465.0,INT J ENTREPRENEURSHIP INNOV,THE INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION
4000148503.0,INT J ENVIRON SCI TE,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY
20115.0,INT J FOOD SCI TECH,INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY
22706.0,INT J FORECAST,INTERNATIONAL JOURNAL OF FORECASTING
21100242611.0,INT J GEND ENTREP,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP
14757.0,INT J HEALTH CARE QUAL ASSUR,INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE
28686.0,INT J HOSP MANAG,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT
24840.0,INT J HUM RESOUR MAN,THE INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT
5800179616.0,INT J IND SYST ENG,INTERNATIONAL JOURNAL OF INDUSTRIAL AND SYSTEMS ENGINEERING
21100398003.0,INT J INF LEARN TECH,INTERNATIONAL JOURNAL OF INFORMATION AND LEARNING TECHNOLOGY
15631.0,INT J INF MANAGE,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT
19700186887.0,INT J INF SYST CHANGE MANGE,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND CHANGE MANAGEMENT
21100198470.0,INT J INF SYST SUPPL,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND SUPPLY CHAIN MANAGEMENT
11700154321.0,INT J INNOV MANAG,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT
19700188275.0,INT J INOV SCI,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE
15496.0,INT J INTERCULT RELAT,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS
21100431169.0,INT J ISLAMIC MIDDLE,INTERNATIONAL JOURNAL OF ISLAMIC AND MIDDLE EASTERN FINANCE AND MANAGEMENT
12000154350.0,INT J KNOWL MANAG,INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT
21100232428.0,INT J LAW MANAG,INTERNATIONAL JOURNAL OF LAW AND MANAGEMENT
4400151404.0,INT J LEARN INTELL C,INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL
19700201449.0,INT J LOGIST MANAG,THE INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT
21100206607.0,INT J MANAG EDUC-OXF,THE INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION
20037.0,INT J MANAG REV,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS
20201.0,INT J MANPOW,INTERNATIONAL JOURNAL OF MANPOWER
22819.0,INT J MARKET RES,INTERNATIONAL JOURNAL OF MARKET RESEARCH
21100788210.0,INT J NONPROFIT VOLU,INTERNATIONAL JOURNAL OF NONPROFIT AND VOLUNTARY SECTOR MARKETING
29232.0,INT J OCCUP SAF ERGO,INTERNATIONAL JOURNAL OF OCCUPATIONAL SAFETY AND ERGONOMICS
20039.0,INT J OPER PROD MAN,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT
